VER,EXP,EAST,XGEO,RISK,event_horizon_distance
400,2000,9000,1000,15,13.29
400,2000,9000,1000,20,20.58
400,2000,9000,1000,25,23.9
400,2000,9000,1000,30,29.67
400,2000,9000,1000,35,33.42
400,2000,9000,1000,40,37.24
400,2000,9000,1000,45,36.2
400,2000,9000,1000,50,39.32
400,2000,9000,1000,55,47.09
400,2000,9000,1000,60,51.24
400,2000,9000,1000,65,56.12
400,2000,9000,1000,70,51.51
400,2000,9000,1000,75,55.58
400,2000,9000,1000,80,64.96
400,2000,9000,5000,15,19.71
400,2000,9000,5000,20,24.22
400,2000,9000,5000,25,25.47
400,2000,9000,5000,30,26.09
400,2000,9000,5000,35,26.48
400,2000,9000,5000,40,35.59
400,2000,9000,5000,45,41.73
400,2000,9000,5000,50,41.19
400,2000,9000,5000,55,47.44
400,2000,9000,5000,60,53.28
400,2000,9000,5000,65,48.46
400,2000,9000,5000,70,59.71
400,2000,9000,5000,75,58.43
400,2000,9000,5000,80,63.0
400,2000,9000,9000,15,12.56
400,2000,9000,9000,20,20.16
400,2000,9000,9000,25,24.26
400,2000,9000,9000,30,30.28
400,2000,9000,9000,35,27.8
400,2000,9000,9000,40,30.64
400,2000,9000,9000,45,42.31
400,2000,9000,9000,50,43.55
400,2000,9000,9000,55,43.51
400,2000,9000,9000,60,53.98
400,2000,9000,9000,65,50.03
400,2000,9000,9000,70,56.96
400,2000,9000,9000,75,58.64
400,2000,9000,9000,80,62.4
400,2000,9000,13000,15,11.79
400,2000,9000,13000,20,23.5
400,2000,9000,13000,25,28.21
400,2000,9000,13000,30,29.73
400,2000,9000,13000,35,28.28
400,2000,9000,13000,40,34.87
400,2000,9000,13000,45,37.66
400,2000,9000,13000,50,43.83
400,2000,9000,13000,55,48.09
400,2000,9000,13000,60,49.69
400,2000,9000,13000,65,51.7
400,2000,9000,13000,70,61.4
400,2000,9000,13000,75,58.69
400,2000,9000,13000,80,64.3
400,2000,9000,17000,15,17.13
400,2000,9000,17000,20,18.42
400,2000,9000,17000,25,25.52
400,2000,9000,17000,30,29.3
400,2000,9000,17000,35,37.23
400,2000,9000,17000,40,34.0
400,2000,9000,17000,45,44.58
400,2000,9000,17000,50,45.13
400,2000,9000,17000,55,45.04
400,2000,9000,17000,60,51.71
400,2000,9000,17000,65,56.66
400,2000,9000,17000,70,61.0
400,2000,9000,17000,75,57.79
400,2000,9000,17000,80,67.11
400,2000,13000,1000,15,15.67
400,2000,13000,1000,20,23.49
400,2000,13000,1000,25,21.06
400,2000,13000,1000,30,29.94
400,2000,13000,1000,35,31.77
400,2000,13000,1000,40,32.97
400,2000,13000,1000,45,39.57
400,2000,13000,1000,50,43.16
400,2000,13000,1000,55,47.48
400,2000,13000,1000,60,51.66
400,2000,13000,1000,65,54.79
400,2000,13000,1000,70,60.33
400,2000,13000,1000,75,61.98
400,2000,13000,1000,80,68.48
400,2000,13000,5000,15,17.76
400,2000,13000,5000,20,18.14
400,2000,13000,5000,25,23.21
400,2000,13000,5000,30,28.35
400,2000,13000,5000,35,33.62
400,2000,13000,5000,40,30.95
400,2000,13000,5000,45,36.75
400,2000,13000,5000,50,45.02
400,2000,13000,5000,55,43.06
400,2000,13000,5000,60,46.37
400,2000,13000,5000,65,54.19
400,2000,13000,5000,70,62.26
400,2000,13000,5000,75,61.61
400,2000,13000,5000,80,69.18
400,2000,13000,9000,15,20.2
400,2000,13000,9000,20,18.22
400,2000,13000,9000,25,27.65
400,2000,13000,9000,30,27.97
400,2000,13000,9000,35,34.96
400,2000,13000,9000,40,38.12
400,2000,13000,9000,45,37.79
400,2000,13000,9000,50,39.3
400,2000,13000,9000,55,51.53
400,2000,13000,9000,60,47.06
400,2000,13000,9000,65,59.07
400,2000,13000,9000,70,61.75
400,2000,13000,9000,75,64.14
400,2000,13000,9000,80,70.45
400,2000,13000,13000,15,22.17
400,2000,13000,13000,20,24.3
400,2000,13000,13000,25,23.66
400,2000,13000,13000,30,31.66
400,2000,13000,13000,35,27.64
400,2000,13000,13000,40,36.62
400,2000,13000,13000,45,39.55
400,2000,13000,13000,50,45.48
400,2000,13000,13000,55,49.22
400,2000,13000,13000,60,52.1
400,2000,13000,13000,65,58.22
400,2000,13000,13000,70,63.15
400,2000,13000,13000,75,58.58
400,2000,13000,13000,80,63.59
400,2000,13000,17000,15,13.35
400,2000,13000,17000,20,25.69
400,2000,13000,17000,25,26.21
400,2000,13000,17000,30,33.5
400,2000,13000,17000,35,30.31
400,2000,13000,17000,40,32.48
400,2000,13000,17000,45,43.84
400,2000,13000,17000,50,48.44
400,2000,13000,17000,55,46.12
400,2000,13000,17000,60,50.93
400,2000,13000,17000,65,52.0
400,2000,13000,17000,70,63.81
400,2000,13000,17000,75,61.14
400,2000,13000,17000,80,66.78
400,2000,17000,1000,15,12.47
400,2000,17000,1000,20,24.12
400,2000,17000,1000,25,20.36
400,2000,17000,1000,30,27.29
400,2000,17000,1000,35,33.2
400,2000,17000,1000,40,37.68
400,2000,17000,1000,45,43.46
400,2000,17000,1000,50,41.94
400,2000,17000,1000,55,48.92
400,2000,17000,1000,60,46.8
400,2000,17000,1000,65,53.15
400,2000,17000,1000,70,53.74
400,2000,17000,1000,75,61.39
400,2000,17000,1000,80,64.33
400,2000,17000,5000,15,21.62
400,2000,17000,5000,20,16.18
400,2000,17000,5000,25,23.31
400,2000,17000,5000,30,27.78
400,2000,17000,5000,35,36.61
400,2000,17000,5000,40,39.4
400,2000,17000,5000,45,35.59
400,2000,17000,5000,50,45.21
400,2000,17000,5000,55,47.54
400,2000,17000,5000,60,55.63
400,2000,17000,5000,65,53.19
400,2000,17000,5000,70,57.33
400,2000,17000,5000,75,59.0
400,2000,17000,5000,80,62.07
400,2000,17000,9000,15,21.18
400,2000,17000,9000,20,21.0
400,2000,17000,9000,25,26.83
400,2000,17000,9000,30,30.37
400,2000,17000,9000,35,33.67
400,2000,17000,9000,40,31.66
400,2000,17000,9000,45,43.07
400,2000,17000,9000,50,41.39
400,2000,17000,9000,55,43.96
400,2000,17000,9000,60,52.1
400,2000,17000,9000,65,50.89
400,2000,17000,9000,70,61.6
400,2000,17000,9000,75,59.77
400,2000,17000,9000,80,63.61
400,2000,17000,13000,15,22.0
400,2000,17000,13000,20,20.34
400,2000,17000,13000,25,22.28
400,2000,17000,13000,30,33.56
400,2000,17000,13000,35,28.33
400,2000,17000,13000,40,40.63
400,2000,17000,13000,45,37.25
400,2000,17000,13000,50,40.85
400,2000,17000,13000,55,45.81
400,2000,17000,13000,60,48.79
400,2000,17000,13000,65,57.41
400,2000,17000,13000,70,54.81
400,2000,17000,13000,75,58.45
400,2000,17000,13000,80,69.95
400,2000,17000,17000,15,16.28
400,2000,17000,17000,20,20.89
400,2000,17000,17000,25,23.14
400,2000,17000,17000,30,25.67
400,2000,17000,17000,35,36.32
400,2000,17000,17000,40,37.91
400,2000,17000,17000,45,43.86
400,2000,17000,17000,50,44.91
400,2000,17000,17000,55,51.68
400,2000,17000,17000,60,52.78
400,2000,17000,17000,65,52.49
400,2000,17000,17000,70,60.19
400,2000,17000,17000,75,68.35
400,2000,17000,17000,80,63.08
400,3000,1000,1000,15,16.48
400,3000,1000,1000,20,21.07
400,3000,1000,1000,25,21.36
400,3000,1000,1000,30,24.48
400,3000,1000,1000,35,33.29
400,3000,1000,1000,40,28.01
400,3000,1000,1000,45,35.94
400,3000,1000,1000,50,38.92
400,3000,1000,1000,55,45.51
400,3000,1000,1000,60,47.3
400,3000,1000,1000,65,55.25
400,3000,1000,1000,70,50.63
400,3000,1000,1000,75,54.46
400,3000,1000,1000,80,63.48
400,3000,1000,5000,15,9.91
400,3000,1000,5000,20,15.75
400,3000,1000,5000,25,23.08
400,3000,1000,5000,30,25.98
400,3000,1000,5000,35,27.5
400,3000,1000,5000,40,37.95
400,3000,1000,5000,45,37.06
400,3000,1000,5000,50,40.04
400,3000,1000,5000,55,45.3
400,3000,1000,5000,60,43.99
400,3000,1000,5000,65,53.77
400,3000,1000,5000,70,59.03
400,3000,1000,5000,75,60.76
400,3000,1000,5000,80,65.69
400,3000,1000,9000,15,17.06
400,3000,1000,9000,20,15.75
400,3000,1000,9000,25,21.87
400,3000,1000,9000,30,23.38
400,3000,1000,9000,35,28.24
400,3000,1000,9000,40,33.13
400,3000,1000,9000,45,36.51
400,3000,1000,9000,50,37.05
400,3000,1000,9000,55,44.12
400,3000,1000,9000,60,50.25
400,3000,1000,9000,65,51.09
400,3000,1000,9000,70,52.63
400,3000,1000,9000,75,64.08
400,3000,1000,9000,80,59.27
400,3000,1000,13000,15,18.77
400,3000,1000,13000,20,15.13
400,3000,1000,13000,25,18.92
400,3000,1000,13000,30,29.09
400,3000,1000,13000,35,33.57
400,3000,1000,13000,40,34.76
400,3000,1000,13000,45,38.81
400,3000,1000,13000,50,42.32
400,3000,1000,13000,55,43.75
400,3000,1000,13000,60,45.42
400,3000,1000,13000,65,51.49
400,3000,1000,13000,70,58.35
400,3000,1000,13000,75,62.95
400,3000,1000,13000,80,67.88
400,3000,1000,17000,15,18.26
400,3000,1000,17000,20,24.48
400,3000,1000,17000,25,24.55
400,3000,1000,17000,30,25.82
400,3000,1000,17000,35,31.83
400,3000,1000,17000,40,31.93
400,3000,1000,17000,45,40.12
400,3000,1000,17000,50,39.54
400,3000,1000,17000,55,42.13
400,3000,1000,17000,60,53.25
400,3000,1000,17000,65,52.23
400,3000,1000,17000,70,59.93
400,3000,1000,17000,75,61.79
400,3000,1000,17000,80,67.87
400,3000,5000,1000,15,17.9
400,3000,5000,1000,20,22.95
400,3000,5000,1000,25,25.13
400,3000,5000,1000,30,26.84
400,3000,5000,1000,35,30.88
400,3000,5000,1000,40,28.46
400,3000,5000,1000,45,41.24
400,3000,5000,1000,50,43.99
400,3000,5000,1000,55,42.12
400,3000,5000,1000,60,45.0
400,3000,5000,1000,65,53.98
400,3000,5000,1000,70,53.79
400,3000,5000,1000,75,57.85
400,3000,5000,1000,80,58.26
400,3000,5000,5000,15,18.75
400,3000,5000,5000,20,19.46
400,3000,5000,5000,25,21.56
400,3000,5000,5000,30,22.72
400,3000,5000,5000,35,31.38
400,3000,5000,5000,40,29.11
400,3000,5000,5000,45,40.01
400,3000,5000,5000,50,38.45
400,3000,5000,5000,55,44.25
400,3000,5000,5000,60,47.21
400,3000,5000,5000,65,51.25
400,3000,5000,5000,70,58.52
400,3000,5000,5000,75,62.82
400,3000,5000,5000,80,64.48
400,3000,5000,9000,15,11.5
400,3000,5000,9000,20,14.93
400,3000,5000,9000,25,19.72
400,3000,5000,9000,30,28.08
400,3000,5000,9000,35,32.39
400,3000,5000,9000,40,32.12
400,3000,5000,9000,45,39.77
400,3000,5000,9000,50,41.76
400,3000,5000,9000,55,45.07
400,3000,5000,9000,60,47.13
400,3000,5000,9000,65,55.7
400,3000,5000,9000,70,53.04
400,3000,5000,9000,75,59.95
400,3000,5000,9000,80,62.23
400,3000,5000,13000,15,18.03
400,3000,5000,13000,20,19.87
400,3000,5000,13000,25,25.42
400,3000,5000,13000,30,22.95
400,3000,5000,13000,35,30.2
400,3000,5000,13000,40,35.99
400,3000,5000,13000,45,33.83
400,3000,5000,13000,50,40.51
400,3000,5000,13000,55,43.36
400,3000,5000,13000,60,46.37
400,3000,5000,13000,65,51.31
400,3000,5000,13000,70,55.78
400,3000,5000,13000,75,56.33
400,3000,5000,13000,80,67.47
400,3000,5000,17000,15,13.61
400,3000,5000,17000,20,19.4
400,3000,5000,17000,25,26.39
400,3000,5000,17000,30,28.1
400,3000,5000,17000,35,35.18
400,3000,5000,17000,40,38.66
400,3000,5000,17000,45,35.07
400,3000,5000,17000,50,46.72
400,3000,5000,17000,55,42.27
400,3000,5000,17000,60,45.79
400,3000,5000,17000,65,58.56
400,3000,5000,17000,70,61.72
400,3000,5000,17000,75,62.61
400,3000,5000,17000,80,66.33
400,3000,9000,1000,15,17.34
400,3000,9000,1000,20,18.18
400,3000,9000,1000,25,18.9
400,3000,9000,1000,30,21.71
400,3000,9000,1000,35,28.5
400,3000,9000,1000,40,37.01
400,3000,9000,1000,45,38.93
400,3000,9000,1000,50,44.82
400,3000,9000,1000,55,49.45
400,3000,9000,1000,60,44.88
400,3000,9000,1000,65,56.19
400,3000,9000,1000,70,53.93
400,3000,9000,1000,75,61.14
400,3000,9000,1000,80,64.24
400,3000,9000,5000,15,14.81
400,3000,9000,5000,20,17.7
400,3000,9000,5000,25,21.75
400,3000,9000,5000,30,25.43
400,3000,9000,5000,35,27.53
400,3000,9000,5000,40,34.7
400,3000,9000,5000,45,34.49
400,3000,9000,5000,50,42.2
400,3000,9000,5000,55,49.91
400,3000,9000,5000,60,48.09
400,3000,9000,5000,65,55.62
400,3000,9000,5000,70,60.29
400,3000,9000,5000,75,64.0
400,3000,9000,5000,80,61.96
400,3000,9000,9000,15,12.91
400,3000,9000,9000,20,17.17
400,3000,9000,9000,25,24.97
400,3000,9000,9000,30,30.3
400,3000,9000,9000,35,33.01
400,3000,9000,9000,40,31.97
400,3000,9000,9000,45,41.68
400,3000,9000,9000,50,42.64
400,3000,9000,9000,55,48.99
400,3000,9000,9000,60,52.8
400,3000,9000,9000,65,53.44
400,3000,9000,9000,70,61.94
400,3000,9000,9000,75,62.09
400,3000,9000,9000,80,66.55
400,3000,9000,13000,15,18.3
400,3000,9000,13000,20,24.44
400,3000,9000,13000,25,25.82
400,3000,9000,13000,30,24.81
400,3000,9000,13000,35,27.73
400,3000,9000,13000,40,35.22
400,3000,9000,13000,45,37.58
400,3000,9000,13000,50,41.05
400,3000,9000,13000,55,42.61
400,3000,9000,13000,60,50.87
400,3000,9000,13000,65,52.65
400,3000,9000,13000,70,57.82
400,3000,9000,13000,75,57.62
400,3000,9000,13000,80,69.12
400,3000,9000,17000,15,13.42
400,3000,9000,17000,20,25.04
400,3000,9000,17000,25,28.7
400,3000,9000,17000,30,30.05
400,3000,9000,17000,35,32.72
400,3000,9000,17000,40,36.03
400,3000,9000,17000,45,40.69
400,3000,9000,17000,50,46.82
400,3000,9000,17000,55,51.61
400,3000,9000,17000,60,50.9
400,3000,9000,17000,65,58.25
400,3000,9000,17000,70,60.42
400,3000,9000,17000,75,60.87
400,3000,9000,17000,80,66.16
400,3000,13000,1000,15,12.56
400,3000,13000,1000,20,15.42
400,3000,13000,1000,25,19.59
400,3000,13000,1000,30,31.29
400,3000,13000,1000,35,29.48
400,3000,13000,1000,40,36.94
400,3000,13000,1000,45,38.6
400,3000,13000,1000,50,39.03
400,3000,13000,1000,55,43.53
400,3000,13000,1000,60,49.18
400,3000,13000,1000,65,52.94
400,3000,13000,1000,70,57.53
400,3000,13000,1000,75,57.64
400,3000,13000,1000,80,63.53
400,3000,13000,5000,15,14.48
400,3000,13000,5000,20,19.49
400,3000,13000,5000,25,22.53
400,3000,13000,5000,30,28.88
400,3000,13000,5000,35,34.54
400,3000,13000,5000,40,36.87
400,3000,13000,5000,45,34.81
400,3000,13000,5000,50,38.85
400,3000,13000,5000,55,48.43
400,3000,13000,5000,60,48.24
400,3000,13000,5000,65,56.39
400,3000,13000,5000,70,59.47
400,3000,13000,5000,75,65.71
400,3000,13000,5000,80,69.13
400,3000,13000,9000,15,15.58
400,3000,13000,9000,20,21.83
400,3000,13000,9000,25,21.16
400,3000,13000,9000,30,27.0
400,3000,13000,9000,35,36.93
400,3000,13000,9000,40,37.98
400,3000,13000,9000,45,38.67
400,3000,13000,9000,50,44.45
400,3000,13000,9000,55,51.63
400,3000,13000,9000,60,49.1
400,3000,13000,9000,65,53.52
400,3000,13000,9000,70,61.42
400,3000,13000,9000,75,65.38
400,3000,13000,9000,80,67.7
400,3000,13000,13000,15,21.14
400,3000,13000,13000,20,23.99
400,3000,13000,13000,25,27.2
400,3000,13000,13000,30,29.36
400,3000,13000,13000,35,34.31
400,3000,13000,13000,40,35.83
400,3000,13000,13000,45,38.97
400,3000,13000,13000,50,42.73
400,3000,13000,13000,55,44.65
400,3000,13000,13000,60,48.74
400,3000,13000,13000,65,59.83
400,3000,13000,13000,70,58.96
400,3000,13000,13000,75,60.12
400,3000,13000,13000,80,62.98
400,3000,13000,17000,15,14.22
400,3000,13000,17000,20,25.64
400,3000,13000,17000,25,21.96
400,3000,13000,17000,30,32.41
400,3000,13000,17000,35,36.8
400,3000,13000,17000,40,41.04
400,3000,13000,17000,45,36.33
400,3000,13000,17000,50,43.07
400,3000,13000,17000,55,51.11
400,3000,13000,17000,60,48.51
400,3000,13000,17000,65,54.72
400,3000,13000,17000,70,56.32
400,3000,13000,17000,75,66.76
400,3000,13000,17000,80,69.91
400,3000,17000,1000,15,19.94
400,3000,17000,1000,20,17.26
400,3000,17000,1000,25,23.73
400,3000,17000,1000,30,27.21
400,3000,17000,1000,35,33.61
400,3000,17000,1000,40,32.98
400,3000,17000,1000,45,38.79
400,3000,17000,1000,50,40.95
400,3000,17000,1000,55,49.34
400,3000,17000,1000,60,50.09
400,3000,17000,1000,65,54.69
400,3000,17000,1000,70,56.19
400,3000,17000,1000,75,64.94
400,3000,17000,1000,80,65.29
400,3000,17000,5000,15,20.8
400,3000,17000,5000,20,19.88
400,3000,17000,5000,25,29.42
400,3000,17000,5000,30,33.54
400,3000,17000,5000,35,32.07
400,3000,17000,5000,40,34.02
400,3000,17000,5000,45,38.77
400,3000,17000,5000,50,43.97
400,3000,17000,5000,55,52.11
400,3000,17000,5000,60,54.37
400,3000,17000,5000,65,57.96
400,3000,17000,5000,70,55.08
400,3000,17000,5000,75,59.95
400,3000,17000,5000,80,67.61
400,3000,17000,9000,15,21.79
400,3000,17000,9000,20,22.35
400,3000,17000,9000,25,21.58
400,3000,17000,9000,30,32.76
400,3000,17000,9000,35,36.56
400,3000,17000,9000,40,34.65
400,3000,17000,9000,45,43.18
400,3000,17000,9000,50,42.03
400,3000,17000,9000,55,52.1
400,3000,17000,9000,60,48.27
400,3000,17000,9000,65,54.92
400,3000,17000,9000,70,63.76
400,3000,17000,9000,75,60.27
400,3000,17000,9000,80,66.31
400,3000,17000,13000,15,17.15
400,3000,17000,13000,20,17.67
400,3000,17000,13000,25,21.68
400,3000,17000,13000,30,29.92
400,3000,17000,13000,35,31.01
400,3000,17000,13000,40,42.35
400,3000,17000,13000,45,39.9
400,3000,17000,13000,50,40.18
400,3000,17000,13000,55,52.96
400,3000,17000,13000,60,55.79
400,3000,17000,13000,65,57.65
400,3000,17000,13000,70,62.81
400,3000,17000,13000,75,60.03
400,3000,17000,13000,80,65.27
400,3000,17000,17000,15,22.55
400,3000,17000,17000,20,24.96
400,3000,17000,17000,25,23.14
400,3000,17000,17000,30,32.56
400,3000,17000,17000,35,33.74
400,3000,17000,17000,40,33.05
400,3000,17000,17000,45,37.54
400,3000,17000,17000,50,43.06
400,3000,17000,17000,55,52.6
400,3000,17000,17000,60,53.49
400,3000,17000,17000,65,59.02
400,3000,17000,17000,70,60.78
400,3000,17000,17000,75,60.36
400,3000,17000,17000,80,65.88
400,4000,1000,1000,15,12.01
400,4000,1000,1000,20,13.23
400,4000,1000,1000,25,20.7
400,4000,1000,1000,30,28.19
400,4000,1000,1000,35,28.57
400,4000,1000,1000,40,28.86
400,4000,1000,1000,45,40.55
400,4000,1000,1000,50,41.22
400,4000,1000,1000,55,39.16
400,4000,1000,1000,60,47.9
400,4000,1000,1000,65,48.92
400,4000,1000,1000,70,51.69
400,4000,1000,1000,75,58.29
400,4000,1000,1000,80,63.9
400,4000,1000,5000,15,12.01
400,4000,1000,5000,20,17.52
400,4000,1000,5000,25,23.74
400,4000,1000,5000,30,21.71
400,4000,1000,5000,35,34.35
400,4000,1000,5000,40,29.03
400,4000,1000,5000,45,37.36
400,4000,1000,5000,50,40.92
400,4000,1000,5000,55,49.48
400,4000,1000,5000,60,48.89
400,4000,1000,5000,65,51.0
400,4000,1000,5000,70,55.55
400,4000,1000,5000,75,60.96
400,4000,1000,5000,80,68.16
400,4000,1000,9000,15,12.74
400,4000,1000,9000,20,14.11
400,4000,1000,9000,25,25.59
400,4000,1000,9000,30,24.9
400,4000,1000,9000,35,32.53
400,4000,1000,9000,40,35.23
400,4000,1000,9000,45,40.42
400,4000,1000,9000,50,43.8
400,4000,1000,9000,55,43.53
400,4000,1000,9000,60,44.39
400,4000,1000,9000,65,53.16
400,4000,1000,9000,70,59.59
400,4000,1000,9000,75,56.95
400,4000,1000,9000,80,66.74
400,4000,1000,13000,15,15.45
400,4000,1000,13000,20,21.5
400,4000,1000,13000,25,24.62
400,4000,1000,13000,30,30.16
400,4000,1000,13000,35,26.43
400,4000,1000,13000,40,37.31
400,4000,1000,13000,45,37.88
400,4000,1000,13000,50,39.98
400,4000,1000,13000,55,41.24
400,4000,1000,13000,60,46.54
400,4000,1000,13000,65,48.72
400,4000,1000,13000,70,61.38
400,4000,1000,13000,75,60.95
400,4000,1000,13000,80,69.44
400,4000,1000,17000,15,16.83
400,4000,1000,17000,20,17.68
400,4000,1000,17000,25,26.43
400,4000,1000,17000,30,24.56
400,4000,1000,17000,35,29.97
400,4000,1000,17000,40,37.96
400,4000,1000,17000,45,42.56
400,4000,1000,17000,50,40.97
400,4000,1000,17000,55,42.64
400,4000,1000,17000,60,48.83
400,4000,1000,17000,65,57.79
400,4000,1000,17000,70,60.08
400,4000,1000,17000,75,65.35
400,4000,1000,17000,80,64.02
400,4000,5000,1000,15,19.54
400,4000,5000,1000,20,18.51
400,4000,5000,1000,25,22.28
400,4000,5000,1000,30,30.29
400,4000,5000,1000,35,29.99
400,4000,5000,1000,40,36.56
400,4000,5000,1000,45,39.57
400,4000,5000,1000,50,36.84
400,4000,5000,1000,55,45.82
400,4000,5000,1000,60,51.77
400,4000,5000,1000,65,52.75
400,4000,5000,1000,70,54.26
400,4000,5000,1000,75,55.6
400,4000,5000,1000,80,65.16
400,4000,5000,5000,15,13.46
400,4000,5000,5000,20,20.18
400,4000,5000,5000,25,22.16
400,4000,5000,5000,30,28.55
400,4000,5000,5000,35,28.92
400,4000,5000,5000,40,29.57
400,4000,5000,5000,45,41.6
400,4000,5000,5000,50,40.18
400,4000,5000,5000,55,50.38
400,4000,5000,5000,60,46.9
400,4000,5000,5000,65,57.7
400,4000,5000,5000,70,61.13
400,4000,5000,5000,75,56.15
400,4000,5000,5000,80,65.53
400,4000,5000,9000,15,14.63
400,4000,5000,9000,20,22.76
400,4000,5000,9000,25,25.29
400,4000,5000,9000,30,31.78
400,4000,5000,9000,35,27.43
400,4000,5000,9000,40,35.83
400,4000,5000,9000,45,41.31
400,4000,5000,9000,50,37.6
400,4000,5000,9000,55,41.67
400,4000,5000,9000,60,52.54
400,4000,5000,9000,65,52.16
400,4000,5000,9000,70,56.08
400,4000,5000,9000,75,61.67
400,4000,5000,9000,80,65.8
400,4000,5000,13000,15,18.39
400,4000,5000,13000,20,24.84
400,4000,5000,13000,25,22.82
400,4000,5000,13000,30,30.48
400,4000,5000,13000,35,32.34
400,4000,5000,13000,40,35.64
400,4000,5000,13000,45,38.08
400,4000,5000,13000,50,44.35
400,4000,5000,13000,55,44.1
400,4000,5000,13000,60,46.48
400,4000,5000,13000,65,56.46
400,4000,5000,13000,70,57.84
400,4000,5000,13000,75,60.47
400,4000,5000,13000,80,65.97
400,4000,5000,17000,15,14.82
400,4000,5000,17000,20,18.55
400,4000,5000,17000,25,24.16
400,4000,5000,17000,30,33.41
400,4000,5000,17000,35,30.06
400,4000,5000,17000,40,40.11
400,4000,5000,17000,45,39.61
400,4000,5000,17000,50,39.68
400,4000,5000,17000,55,50.73
400,4000,5000,17000,60,50.47
400,4000,5000,17000,65,58.69
400,4000,5000,17000,70,57.9
400,4000,5000,17000,75,58.08
400,4000,5000,17000,80,67.77
400,4000,9000,1000,15,19.06
400,4000,9000,1000,20,17.55
400,4000,9000,1000,25,21.57
400,4000,9000,1000,30,22.5
400,4000,9000,1000,35,31.02
400,4000,9000,1000,40,38.26
400,4000,9000,1000,45,41.61
400,4000,9000,1000,50,43.97
400,4000,9000,1000,55,49.87
400,4000,9000,1000,60,50.73
400,4000,9000,1000,65,56.04
400,4000,9000,1000,70,56.94
400,4000,9000,1000,75,56.81
400,4000,9000,1000,80,61.36
400,4000,9000,5000,15,12.59
400,4000,9000,5000,20,22.85
400,4000,9000,5000,25,18.96
400,4000,9000,5000,30,27.99
400,4000,9000,5000,35,29.89
400,4000,9000,5000,40,37.99
400,4000,9000,5000,45,39.22
400,4000,9000,5000,50,43.57
400,4000,9000,5000,55,42.06
400,4000,9000,5000,60,48.04
400,4000,9000,5000,65,58.7
400,4000,9000,5000,70,59.64
400,4000,9000,5000,75,61.46
400,4000,9000,5000,80,67.64
400,4000,9000,9000,15,20.03
400,4000,9000,9000,20,16.29
400,4000,9000,9000,25,29.02
400,4000,9000,9000,30,29.47
400,4000,9000,9000,35,31.3
400,4000,9000,9000,40,37.35
400,4000,9000,9000,45,37.75
400,4000,9000,9000,50,46.83
400,4000,9000,9000,55,49.6
400,4000,9000,9000,60,51.95
400,4000,9000,9000,65,51.12
400,4000,9000,9000,70,62.71
400,4000,9000,9000,75,61.13
400,4000,9000,9000,80,69.66
400,4000,9000,13000,15,12.95
400,4000,9000,13000,20,17.39
400,4000,9000,13000,25,21.43
400,4000,9000,13000,30,25.3
400,4000,9000,13000,35,30.63
400,4000,9000,13000,40,38.24
400,4000,9000,13000,45,38.36
400,4000,9000,13000,50,48.06
400,4000,9000,13000,55,51.35
400,4000,9000,13000,60,54.61
400,4000,9000,13000,65,52.41
400,4000,9000,13000,70,60.0
400,4000,9000,13000,75,62.91
400,4000,9000,13000,80,62.4
400,4000,9000,17000,15,16.03
400,4000,9000,17000,20,22.08
400,4000,9000,17000,25,25.53
400,4000,9000,17000,30,25.94
400,4000,9000,17000,35,37.42
400,4000,9000,17000,40,33.29
400,4000,9000,17000,45,42.09
400,4000,9000,17000,50,46.46
400,4000,9000,17000,55,49.05
400,4000,9000,17000,60,55.18
400,4000,9000,17000,65,56.14
